uuid,age,sex,occupation,district,question_id,type,turn,question,answer
61c8c3ad800d40728e9723a933cdf060,38,남자,금속공학 시험원,광주-서구,Q8,single_turn,1,친구들과 약속 장소를 정할 때 가장 불편했던 순간이 언제였는지 짧게 말해주세요. 그때 어떻게 해결하셨나요?,"음… 친구들끼리 약속 장소 정할 때 가끔 좀 그래요. 다들 원하는 게 다르니까, 여기 갈까 저기 갈까 하다 보면 시간 다 가는 거죠. 결국엔 그냥 제일 만만한 데로 가거나, 누가 좀 밀어붙여서 정하는 편이에요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q1,single_turn,1,인스타그램에서 가고 싶은 맛집이나 카페 같은 장소 게시물을 봤을 때 평소에 어떻게 처리하시나요? (보기: 그냥 넘긴다 / 인스타 저장 버튼을 누른다 / DM으로 친구에게 공유한다 / 링크를 카톡 '나에게 보내기'로 남긴다 / 네이버·카카오 지도에 핀을 꽂는다 / 기타) 가장 자주 하는 방식 한두 개를 골라 그 이유를 짧게 말해주세요.,"음, 저는 주로 인스타 저장 기능을 쓰거나, 진짜 마음에 드는 곳은 DM으로 친구한테 바로 보내요. 그냥 넘기기엔 아까운데, 나중에 다시 찾아보려면 인스타 저장 기능이 제일 편하더라고요. 친구랑 같이 가고 싶은 곳은 바로바로 공유해야 기억에 남으니까요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q2,single_turn,1,"최근 한 달 안에 인스타에서 봤거나 저장해둔 장소를 실제로 방문한 적이 있나요? 있다면 어떤 흐름으로 가게 됐는지, 없다면 왜 못 가게 됐는지 떠올려서 한두 문장으로 말해주세요.","음... 얼마 전에 인스타에서 예쁜 카페 사진을 보고 저장해뒀는데, 막상 가려고 하니까 사람 많을까 봐 좀 망설여지더라고요. 결국엔 안 갔어요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q3,single_turn,1,기껏 장소를 저장해두고도 막상 안 가게 되는 가장 큰 이유는 무엇인가요? (보기: 언제 누구랑 가려고 저장했는지 기억이 안 나서 / 저장함 스크롤이 너무 길어서 다시 찾기 힘들어서 / 약속 잡을 때 그 동네에 뭐 저장했는지 한눈에 안 보여서 / 저장만 해두고 까맣게 잊어버려서 / 기타) 가장 와닿는 것 한두 개와 이유를 말해주세요.,"음, 솔직히 말하면… '저장만 해두고 까맣게 잊어버리는' 경우가 제일 많은 것 같아요. 아니면 '언제 누구랑 가려고 저장했는지 기억이 안 나서' 망설이다가 결국 안 가게 되기도 하고요. 필름 사진 찍는 것처럼 뭔가 딱 그때의 느낌이 중요할 때가 있는데, 저장해둔 장소들은 그런 순간적인 감정을 담아두는 느낌이라 나중에 다시 봤을 땐 그 감정이 사라져 버릴 때가 있어요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q4,single_turn,1,"인스타에서 본 장소를 우리 앱에 자동으로 저장해서 지도 위에서 관리할 수 있는 서비스가 있다면, 사용할 의향이 있으신가요? '매우 있다 / 있다 / 보통 / 없다 / 전혀 없다' 중에 골라 이유를 짧게 알려주세요.","음, '있다' 정도? 인스타 보다가 꽂히는 카페나 팝업 같은 거 많긴 한데, 나중에 또 보려고 저장하면 어디 저장했는지 까먹을 때도 있거든요. 이걸로 한눈에 볼 수 있다면 좀 편하긴 하겠어요. 근데 막 엄청 자주 쓸지는 모르겠고... 친구들이랑 공유하는 기능은 좀 솔깃하네요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q5,single_turn,1,다음 장점 중 본인에게 가장 매력적으로 느껴지는 것 한두 개를 골라보세요. (보기: 인스타 링크 복사만으로 지도에 핀이 꽂히는 편리함 / 인스타에서 본 곳을 지도 앱에 일일이 재검색하지 않아도 되는 점 / 친구들과 후보지를 모아 정할 수 있는 점 / 흩어진 핫플을 나만의 테마별 지도로 모으는 재미) 왜 그 점이 매력적인지 한 문장으로 설명해주세요.,"음, 제일 끌리는 건 역시 인스타 링크 복사만으로 지도에 핀이 꽂히는 거랑, 흩어진 핫플을 나만의 테마별 지도로 모으는 재미예요.

솔직히 인스타에서 예쁜 카페나 팝업 스토어 보면 저장해두고 싶은데, 그거 하나하나 지도 앱에 다시 검색해서 저장하는 거 진짜 귀찮거든요. 그냥 링크만 딱 넣으면 알아서 지도에 뿅 하고 생기는 게 얼마나 편해요. 그리고 저는 필름 사진으로 기록하는 것처럼, 뭔가 감성적인 걸 모으는 걸 좋아해서 그런 식으로 나만의 지도를 만드는 것도 되게 재밌을 것 같아요. 취향껏 분류도 할 수 있고, 나중에 모아보면 또 다른 느낌일 것 같아서요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q6,single_turn,1,이 서비스에 꼭 있었으면 하는 기능은 무엇인가요? (보기: 인스타 게시물에서 장소 자동 추출 / 친구와 함께 지도에 장소를 스크랩 / 저장 장소 근처 접근 시 리마인드 알림 / 중복으로 공유된 장소 우선 추천 / 후보지 투표 기능 / 기타) 본인에게 꼭 필요한 것 한두 개와 그 이유를 말해주세요.,"음, 제가 딱 원하는 기능이 딱 보이네요! '친구와 함께 지도에 장소를 스크랩'하는 기능이요. 저는 혼자서만 예쁜 장소나 가고 싶은 곳을 찾아두는 편인데, 가끔 친구한테 '여기 같이 갈래?' 하고 보여주고 싶을 때가 많거든요. 이걸로 딱 공유하면 서로 가고 싶은 곳 겹치는 거 찾기도 좋고, 같이 계획 세우기도 훨씬 편해질 것 같아요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q7,multi_turn,1,"이런 서비스가 월 2,900원이라면 결제하시겠어요? 솔직하게 답해주세요.","음, 월 2,900원이면... 글쎄요. 솔직히 말하면 지금 당장은 조금 망설여져요. 제 용돈 수준에서 매달 나가는 고정 지출이 늘어나는 게 부담스러울 수 있거든요.

근데 만약 제가 진짜 자주, 그리고 편하게 쓸 것 같다면 모르겠어요. 장소를 폴더별로 정리하고 친구랑 쉽게 공유하는 기능이 제 생활에 얼마나 도움이 될지 좀 더 써봐야 알 것 같아요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q7,multi_turn,2,(앞 답변이 무엇이든) 어떤 조건이 충족되어야 결제할 마음이 생길까요? 또는 어떤 점 때문에 안 쓰겠다고 생각하셨나요?,"아, 결제할 마음이 생기려면… 일단 진짜 제 생활 패턴에 딱 맞아야 할 것 같아요. 예를 들어, 제가 인스타그램에서 본 마음에 드는 장소를 바로바로 앱에 저장하고, 그걸 나중에 꺼내 볼 때 정말 편리하다는 느낌이 들어야 해요.

그리고 친구들한테 ‘여기 같이 가자!’ 하고 공유하는 게 지금 다른 방법보다 훨씬 쉽고 빠르다는 게 체감되어야 할 것 같아요. 만약 그런 기능들이 솔직히 ‘있으면 좋고 없어도 그만’ 수준이라면, 2,900원이라도 좀 아깝게 느껴질 것 같아요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q7,multi_turn,3,"지금 사용 중인 유료 앱이나 구독 서비스가 있나요? 있다면 월 얼마 정도 쓰고 계신지, 그 서비스의 어떤 점이 결제할 만하다고 느끼게 했는지 알려주세요.","네, 지금 제가 꾸준히 돈 내고 쓰는 서비스는 두 개 정도 있어요. 하나는 사진 편집 앱인데, 이건 월 5,000원 정도 내고 있어요. 숏폼 영상 편집할 때 좀 더 전문적인 필터나 기능을 쓸 수 있어서 제 취향대로 영상을 만드는 데 도움이 되거든요.

다른 하나는 음악 스트리밍 서비스인데, 이건 월 10,000원 정도 나가요. 저는 음악 듣는 걸 정말 좋아해서, 광고 없이 듣고 싶을 때 바로바로 들을 수 있는 게 좋더라고요. 제 취향에 맞는 플레이리스트 추천도 잘 해주고요. 이 두 가지는 제가 자주, 그리고 만족하면서 쓰고 있어서 돈 내는 게 아깝다고 생각하진 않아요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q7,multi_turn,4,가격 외에 이 앱을 망설이게 만드는 다른 이유가 있다면 무엇인가요?,"가격 말고 또 다른 걸 생각하면… 솔직히 지금은 제 인스타그램 피드나 네이버 지도, 아니면 그냥 메모장에 저장하는 걸로도 충분하거든요. 굳이 새로운 앱을 깔아서 또 관리하는 게 귀찮을 수도 있을 것 같아요.

그리고 ‘얼마나 잘 쓸까?’ 하는 의문도 있어요. 처음에는 신기해서 이것저것 저장하다가, 나중에는 또 안 보게 되는 앱들이 많잖아요. 그래서 이게 정말 제 일상에서 꼭 필요한 앱이 될지, 아니면 잠깐 쓰고 말 서비스가 될지 아직 확신이 안 서요."
e5b0180e03e44fe5833a896b977cb6f6,21,여자,무직,경기-성남시 수정구,Q8,single_turn,1,친구들과 약속 장소를 정할 때 가장 불편했던 순간이 언제였는지 짧게 말해주세요. 그때 어떻게 해결하셨나요?,"친구들이랑 약속 잡을 때 제일 짜증 나는 건, 다들 가고 싶은 곳은 많은데 정작 어디 갈지는 딱 정하기 어렵다는 거예요. 이것저것 찾아보다 보면 시간만 너무 오래 걸리고, 결국엔 제일 만만한 곳으로 가게 되더라고요. 보통은 그냥 한 명이 ""여기 어때?"" 하고 던져주면 다들 ""ㅇㅋ"" 하는 식으로 정하는 편이에요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q1,single_turn,1,인스타그램에서 가고 싶은 맛집이나 카페 같은 장소 게시물을 봤을 때 평소에 어떻게 처리하시나요? (보기: 그냥 넘긴다 / 인스타 저장 버튼을 누른다 / DM으로 친구에게 공유한다 / 링크를 카톡 '나에게 보내기'로 남긴다 / 네이버·카카오 지도에 핀을 꽂는다 / 기타) 가장 자주 하는 방식 한두 개를 골라 그 이유를 짧게 말해주세요.,"음... 저는 주로 그냥 넘기거나, 마음에 드는 건 일단 인스타 저장 버튼을 눌러두는 편이에요. 나중에 다시 찾아보려고 해도 피드가 워낙 금방 바뀌니까 저장해두는 게 제일 간편하더라고요. 근데 솔직히 그것도 나중엔 어디 저장했는지 잘 기억이 안 날 때가 많아요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q2,single_turn,1,"최근 한 달 안에 인스타에서 봤거나 저장해둔 장소를 실제로 방문한 적이 있나요? 있다면 어떤 흐름으로 가게 됐는지, 없다면 왜 못 가게 됐는지 떠올려서 한두 문장으로 말해주세요.","네, 있어요. 얼마 전에 인스타에서 예쁜 카페 사진을 봤는데, 저장해두고 있다가 친구랑 약속 잡을 일이 있어서 ‘여기 갈까?’ 하고 바로 보여줬어요. 친구도 좋다고 해서 어렵지 않게 갈 수 있었죠."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q3,single_turn,1,기껏 장소를 저장해두고도 막상 안 가게 되는 가장 큰 이유는 무엇인가요? (보기: 언제 누구랑 가려고 저장했는지 기억이 안 나서 / 저장함 스크롤이 너무 길어서 다시 찾기 힘들어서 / 약속 잡을 때 그 동네에 뭐 저장했는지 한눈에 안 보여서 / 저장만 해두고 까맣게 잊어버려서 / 기타) 가장 와닿는 것 한두 개와 이유를 말해주세요.,"음... 제일 공감 가는 건 '언제 누구랑 가려고 저장했는지 기억이 안 나서'랑 '저장함 스크롤이 너무 길어서 다시 찾기 힘들어서'예요. 인스타에서 예뻐 보이는 곳 있으면 일단 저장해두는데, 나중에 보면 왜 저장했는지, 누구랑 가려고 했는지 기억이 안 날 때가 많거든요. 그리고 저장한 곳이 쌓이면 찾기도 힘들어서 결국 다시 안 가게 되는 것 같아요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q4,single_turn,1,"인스타에서 본 장소를 우리 앱에 자동으로 저장해서 지도 위에서 관리할 수 있는 서비스가 있다면, 사용할 의향이 있으신가요? '매우 있다 / 있다 / 보통 / 없다 / 전혀 없다' 중에 골라 이유를 짧게 알려주세요.","음… '보통' 정도인 것 같아요.

솔직히 인스타에서 예쁜 카페나 맛집 보면 저장해두긴 하는데, 나중에 다시 찾아보기도 귀찮고… 그래서 앱으로 딱 정리해준다는 건 좀 혹하긴 해요. 근데 또 얼마나 쓸까 싶기도 하고. 친구들이랑 같이 보기 좋다고는 하는데, 어차피 말로 하거나 카톡으로 링크 보내면 되니까요. 그래서 '보통'이네요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q5,single_turn,1,다음 장점 중 본인에게 가장 매력적으로 느껴지는 것 한두 개를 골라보세요. (보기: 인스타 링크 복사만으로 지도에 핀이 꽂히는 편리함 / 인스타에서 본 곳을 지도 앱에 일일이 재검색하지 않아도 되는 점 / 친구들과 후보지를 모아 정할 수 있는 점 / 흩어진 핫플을 나만의 테마별 지도로 모으는 재미) 왜 그 점이 매력적인지 한 문장으로 설명해주세요.,음… 인스타 링크만 복사하면 자동으로 지도에 핀이 찍히는 거요. 그걸 일일이 검색할 생각 하면 좀 막막하거든요. 그리고 친구들이랑 같이 가고 싶은 곳 모으는 것도 괜찮은 것 같아요. 혼자 결정하는 것보다 여러 명 의견 듣는 게 좋으니까요.
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q6,single_turn,1,이 서비스에 꼭 있었으면 하는 기능은 무엇인가요? (보기: 인스타 게시물에서 장소 자동 추출 / 친구와 함께 지도에 장소를 스크랩 / 저장 장소 근처 접근 시 리마인드 알림 / 중복으로 공유된 장소 우선 추천 / 후보지 투표 기능 / 기타) 본인에게 꼭 필요한 것 한두 개와 그 이유를 말해주세요.,"음, 저한테 꼭 필요할 것 같은 기능은 '친구와 함께 지도에 장소를 스크랩'하는 거랑 '저장 장소 근처 접근 시 리마인드 알림' 기능이에요.

요즘 인스타 보면 예쁜 카페나 팝업 스토어 같은 거 많이 보이잖아요. 친구들이랑 얘기하다가 ""여기 가봤어?"" 하고 서로 링크 공유할 때가 많은데, 그걸 한곳에 모아두고 나중에 같이 갈 약속 잡을 때 편할 것 같아요. 그리고 가끔 가려고 찜해둔 곳이 집 근처인데도 까먹고 지나칠 때가 있거든요. 그럴 때 딱 알려주면 좋을 것 같아요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q7,multi_turn,1,"이런 서비스가 월 2,900원이라면 결제하시겠어요? 솔직하게 답해주세요.","음… 솔직히 말하면, 조금 고민될 것 같아요. 인스타그램에서 봤던 곳들 정리하는 게 좀 번거롭긴 한데, 월 2,900원이면… 글쎄요, 제 취업이 먼저 해결되는 게 더 급한 상황이라서요. 지금 당장은 좀 망설여질 것 같아요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q7,multi_turn,2,(앞 답변이 무엇이든) 어떤 조건이 충족되어야 결제할 마음이 생길까요? 또는 어떤 점 때문에 안 쓰겠다고 생각하셨나요?,"우선, 제가 진짜로 '와, 이건 꼭 써야 해!'라고 느낄 만큼 사용이 편해야 할 것 같아요. 그리고 제가 이걸 쓰기 시작하면, 친구들이랑 약속 잡을 때나 어디 갈지 계획할 때 정말 유용하다는 걸 확실히 느껴야 돈을 낼 수 있을 것 같아요. 지금은 그냥 인스타그램 저장 기능이나 메모 앱으로도 어느 정도 할 수 있는 것 같아서, 그 정도의 필요성을 못 느끼는 것 같아요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q7,multi_turn,3,"지금 사용 중인 유료 앱이나 구독 서비스가 있나요? 있다면 월 얼마 정도 쓰고 계신지, 그 서비스의 어떤 점이 결제할 만하다고 느끼게 했는지 알려주세요.","음, 딱히 월정액으로 돈 내고 쓰는 앱이나 구독 서비스는 없어요. 예전에 뭐 잠깐씩 써본 적은 있는데, 꾸준히 결제하게 되는 건 없었거든요. 넷플릭스 같은 거요? 그건 가족이랑 같이 봐서 제가 직접 돈을 내는 건 아니고요. 솔직히 지금 제 상황에서는 월 2,900원이라도 좀 아깝게 느껴지는 게 사실이에요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q7,multi_turn,4,가격 외에 이 앱을 망설이게 만드는 다른 이유가 있다면 무엇인가요?,"아, 가격 말고 또 망설여지는 이유요… 제 생각에는, 일단 지금 당장 제 생활 패턴이나 필요에 이 서비스가 그렇게 절실하게 와닿지 않는 것 같아요. 인스타그램에서 마음에 드는 곳을 발견하면 그냥 저장해두거나, 나중에 언젠가 가겠지 하고 넘기는 경우가 많거든요. 그걸 굳이 이렇게 앱까지 만들어서 관리해야 하나 싶기도 하고요. 또, 제 주변 친구들이 이런 앱을 쓸까 싶기도 해요. 다들 인스타그램이나 네이버 지도 같은 걸로 알아서 찾아볼 것 같아서요."
73fd583d4cad4bc98dfce3c7c20ed7d9,28,여자,무직,경기-화성시,Q8,single_turn,1,친구들과 약속 장소를 정할 때 가장 불편했던 순간이 언제였는지 짧게 말해주세요. 그때 어떻게 해결하셨나요?,"음, 제일 불편했던 순간이요? 다 같이 가고 싶은 곳은 많은데, 어디가 어디인지 헷갈려서 결국 아무 데나 가거나, 시간 없어서 그냥 제일 가까운 데로 정해버릴 때가 많아요. 그러고 나면 꼭 ""아, 여기 가고 싶었는데!"" 하고 아쉬워하는 친구가 꼭 있거든요. 결국에는 다들 시간이 안 맞으니까 그냥 대충 정하게 되는 것 같아요."
067d2df3d90e44f19e14790334d9c7e5,21,여자,제빵사 및 제과원,대전-동구,Q1,single_turn,1,인스타그램에서 가고 싶은 맛집이나 카페 같은 장소 게시물을 봤을 때 평소에 어떻게 처리하시나요? (보기: 그냥 넘긴다 / 인스타 저장 버튼을 누른다 / DM으로 친구에게 공유한다 / 링크를 카톡 '나에게 보내기'로 남긴다 / 네이버·카카오 지도에 핀을 꽂는다 / 기타) 가장 자주 하는 방식 한두 개를 골라 그 이유를 짧게 말해주세요.,"음, 저는 보통 인스타 저장 버튼을 누르거나, 친한 친구한테 DM으로 바로 보내버려요. 나중에 다시 찾아보려고 저장해두긴 하는데, 사실 저장 목록이 너무 많아져서 나중엔 뭘 봐야 할지 모를 때도 많거든요. 그래서 얼른 친구한테 보여주고 같이 가자고 하는 게 제일 확실한 것 같아요."
067d2df3d90e44f19e14790334d9c7e5,21,여자,제빵사 및 제과원,대전-동구,Q2,single_turn,1,"최근 한 달 안에 인스타에서 봤거나 저장해둔 장소를 실제로 방문한 적이 있나요? 있다면 어떤 흐름으로 가게 됐는지, 없다면 왜 못 가게 됐는지 떠올려서 한두 문장으로 말해주세요.","음... 얼마 전에 인스타그램 보다가 눈여겨봤던 팝업 스토어가 있었는데, 친구랑 약속이 있어서 바로 가진 못했어요. 나중에 또 보겠지 했는데, 벌써 끝나버렸더라고요."
067d2df3d90e44f19e14790334d9c7e5,21,여자,제빵사 및 제과원,대전-동구,Q3,single_turn,1,기껏 장소를 저장해두고도 막상 안 가게 되는 가장 큰 이유는 무엇인가요? (보기: 언제 누구랑 가려고 저장했는지 기억이 안 나서 / 저장함 스크롤이 너무 길어서 다시 찾기 힘들어서 / 약속 잡을 때 그 동네에 뭐 저장했는지 한눈에 안 보여서 / 저장만 해두고 까맣게 잊어버려서 / 기타) 가장 와닿는 것 한두 개와 이유를 말해주세요.,"음, 제일 공감 가는 건 '저장함 스크롤 너무 길어서 다시 찾기 힘들어서' 이거예요. 인스타그램 피드 구경하다가 예쁜 카페나 디저트 작업실 보면 일단 저장해두는데, 나중에 다시 보려면 정말 한참 내려야 하거든요. 그러다 보면 뭘 저장했었는지도 잊어버리기 쉽고요."
067d2df3d90e44f19e14790334d9c7e5,21,여자,제빵사 및 제과원,대전-동구,Q4,single_turn,1,"인스타에서 본 장소를 우리 앱에 자동으로 저장해서 지도 위에서 관리할 수 있는 서비스가 있다면, 사용할 의향이 있으신가요? '매우 있다 / 있다 / 보통 / 없다 / 전혀 없다' 중에 골라 이유를 짧게 알려주세요.","'매우 있다'고 할 것 같아요. 인스타에서 예쁜 카페나 디저트 맛집 발견하면 저장해두는데, 나중에 보려면 뒤죽박죽 섞여서 찾기 힘들 때가 많거든요. 우리 앱으로 깔끔하게 지도 위에 정리하면 제빵 연구할 때 영감 얻으러 다니기도 편하고, 친구들한테 같이 갈 만한 곳 추천하기도 훨씬 수월할 것 같아요."
